,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,cityName,prov
0,3.0,4.0,4.0,7.0,12.0,15.0,21.0,25.0,30.0,31.0,32.0,34.0,35.0,40.0,41.0,41.0,42.0,45.0,46.0,46.0,48.0,48.0,48.0,51.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,昆明,云南省
1,1.0,1.0,1.0,1.0,6.0,10.0,10.0,12.0,12.0,12.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,西双版纳,云南省
2,1.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,丽江,云南省
3,15.0,20.0,31.0,36.0,57.0,80.0,98.0,134.0,170.0,207.0,245.0,271.0,291.0,316.0,339.0,354.0,366.0,369.0,375.0,386.0,391.0,400.0,406.0,414.0,415.0,416.0,416.0,416.0,416.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,深圳,广东省
4,8.0,10.0,12.0,12.0,12.0,18.0,26.0,34.0,38.0,47.0,55.0,64.0,72.0,73.0,76.0,83.0,83.0,85.0,86.0,87.0,89.0,91.0,95.0,96.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,珠海,广东省
5,7.0,9.0,10.0,14.0,18.0,21.0,25.0,33.0,39.0,43.0,45.0,49.0,50.0,57.0,59.0,64.0,67.0,70.0,70.0,78.0,81.0,82.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,佛山,广东省
6,7.0,14.0,17.0,41.0,51.0,63.0,94.0,112.0,150.0,179.0,200.0,224.0,249.0,270.0,285.0,301.0,307.0,314.0,317.0,323.0,327.0,328.0,335.0,338.0,339.0,339.0,339.0,339.0,339.0,343.0,345.0,345.0,346.0,346.0,346.0,346.0,346.0,广州,广东省
7,5.0,7.0,8.0,8.0,11.0,12.0,17.0,20.0,20.0,23.0,28.0,29.0,34.0,35.0,39.0,47.0,48.0,52.0,53.0,54.0,55.0,56.0,58.0,58.0,58.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,惠州,广东省
8,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,韶关,广东省
9,3.0,5.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,阳江,广东省
10,2.0,2.0,4.0,5.0,7.0,9.0,11.0,11.0,13.0,14.0,14.0,18.0,18.0,19.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,湛江,广东省
11,2.0,2.0,2.0,5.0,6.0,13.0,18.0,18.0,18.0,21.0,25.0,31.0,36.0,44.0,46.0,46.0,51.0,56.0,58.0,62.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,中山,广东省
12,1.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,10.0,10.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,肇庆,广东省
13,1.0,2.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,清远,广东省
14,18.0,20.0,21.0,22.0,22.0,40.0,64.0,81.0,95.0,100.0,109.0,115.0,122.0,124.0,129.0,133.0,138.0,141.0,143.0,143.0,144.0,144.0,145.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,台州,浙江省
15,6.0,12.0,27.0,27.0,32.0,51.0,69.0,85.0,98.0,110.0,118.0,132.0,141.0,151.0,156.0,162.0,165.0,155.0,157.0,159.0,162.0,165.0,166.0,166.0,168.0,168.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,杭州,浙江省
16,6.0,10.0,18.0,32.0,60.0,114.0,172.0,227.0,241.0,265.0,291.0,340.0,364.0,396.0,421.0,438.0,448.0,464.0,474.0,481.0,490.0,496.0,499.0,502.0,503.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,温州,浙江省
17,5.0,6.0,13.0,13.0,17.0,20.0,41.0,46.0,55.0,66.0,75.0,102.0,120.0,126.0,136.0,141.0,146.0,149.0,151.0,153.0,153.0,153.0,154.0,155.0,156.0,156.0,156.0,156.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,宁波,浙江省
18,3.0,4.0,8.0,8.0,11.0,14.0,16.0,16.0,18.0,19.0,19.0,23.0,27.0,30.0,35.0,37.0,38.0,40.0,40.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,嘉兴,浙江省
19,2.0,2.0,3.0,5.0,5.0,8.0,10.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,衢州,浙江省
20,1.0,2.0,2.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,舟山,浙江省
21,1.0,4.0,5.0,6.0,7.0,19.0,19.0,23.0,24.0,27.0,30.0,30.0,30.0,33.0,34.0,36.0,38.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,绍兴,浙江省
22,1.0,2.0,3.0,5.0,7.0,13.0,20.0,27.0,34.0,34.0,36.0,40.0,44.0,47.0,48.0,52.0,53.0,53.0,53.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,金华,浙江省
23,8.0,8.0,18.0,22.0,24.0,46.0,57.0,68.0,86.0,112.0,125.0,148.0,164.0,179.0,190.0,196.0,205.0,213.0,219.0,223.0,228.0,238.0,241.0,241.0,241.0,241.0,241.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,长沙,湖南省
24,4.0,4.0,4.0,4.0,7.0,11.0,14.0,16.0,18.0,22.0,26.0,26.0,30.0,32.0,38.0,40.0,40.0,41.0,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,永州,湖南省
25,3.0,5.0,8.0,11.0,16.0,18.0,23.0,26.0,28.0,31.0,32.0,35.0,35.0,36.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,怀化,湖南省
26,3.0,5.0,6.0,7.0,17.0,26.0,29.0,37.0,45.0,53.0,70.0,83.0,89.0,93.0,107.0,111.0,115.0,124.0,134.0,146.0,148.0,149.0,153.0,154.0,154.0,155.0,155.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,岳阳,湖南省
27,3.0,5.0,5.0,7.0,9.0,13.0,16.0,20.0,26.0,29.0,35.0,40.0,45.0,51.0,53.0,59.0,64.0,66.0,69.0,69.0,72.0,73.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,娄底,湖南省
28,1.0,1.0,3.0,6.0,7.0,7.0,10.0,12.0,13.0,18.0,21.0,22.0,24.0,25.0,29.0,31.0,32.0,32.0,33.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,郴州,湖南省
29,1.0,1.0,3.0,5.0,7.0,13.0,18.0,19.0,22.0,25.0,26.0,34.0,38.0,41.0,46.0,48.0,58.0,61.0,68.0,71.0,75.0,77.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,79.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,株洲,湖南省
30,1.0,2.0,3.0,4.0,6.0,8.0,9.0,10.0,13.0,16.0,19.0,21.0,23.0,24.0,25.0,28.0,28.0,31.0,32.0,32.0,32.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,湘潭,湖南省
31,7.0,16.0,22.0,33.0,37.0,46.0,59.0,69.0,72.0,73.0,77.0,87.0,92.0,97.0,102.0,109.0,120.0,123.0,124.0,125.0,131.0,135.0,139.0,140.0,140.0,140.0,141.0,141.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,成都,四川省
32,2.0,2.0,2.0,6.0,7.0,7.0,9.0,13.0,16.0,20.0,21.0,24.0,24.0,24.0,27.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,广安,四川省
33,2.0,2.0,5.0,7.0,8.0,8.0,9.0,11.0,12.0,14.0,17.0,17.0,17.0,18.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,绵阳,四川省
34,1.0,1.0,1.0,3.0,3.0,4.0,6.0,8.0,9.0,9.0,11.0,13.0,17.0,20.0,23.0,25.0,25.0,28.0,30.0,33.0,36.0,36.0,36.0,36.0,38.0,39.0,40.0,40.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,达州,四川省
35,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,7.0,10.0,10.0,12.0,12.0,12.0,12.0,13.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,德阳,四川省
36,1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,遂宁,四川省
37,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,雅安,四川省
38,4.0,6.0,8.0,13.0,15.0,17.0,21.0,21.0,21.0,24.0,26.0,32.0,35.0,41.0,44.0,46.0,49.0,53.0,53.0,53.0,53.0,55.0,56.0,57.0,57.0,58.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,青岛,山东省
39,2.0,3.0,4.0,9.0,10.0,12.0,14.0,19.0,24.0,24.0,25.0,25.0,27.0,29.0,31.0,33.0,34.0,35.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,威海,山东省
40,2.0,3.0,7.0,7.0,8.0,16.0,16.0,23.0,23.0,24.0,25.0,28.0,30.0,32.0,35.0,40.0,40.0,42.0,44.0,45.0,45.0,47.0,47.0,47.0,47.0,48.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,临沂,山东省
41,2.0,3.0,5.0,7.0,10.0,11.0,14.0,16.0,18.0,19.0,22.0,25.0,29.0,34.0,41.0,42.0,43.0,44.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,济南,山东省
42,2.0,2.0,2.0,8.0,10.0,12.0,13.0,18.0,20.0,20.0,26.0,26.0,27.0,30.0,34.0,35.0,37.0,39.0,41.0,43.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,烟台,山东省
43,1.0,1.0,2.0,3.0,3.0,5.0,7.0,8.0,9.0,11.0,13.0,14.0,16.0,21.0,27.0,31.0,36.0,37.0,38.0,38.0,41.0,41.0,42.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,潍坊,山东省
44,1.0,3.0,4.0,5.0,6.0,8.0,9.0,9.0,10.0,11.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,日照,山东省
45,1.0,2.0,5.0,5.0,5.0,5.0,8.0,8.0,11.0,14.0,18.0,21.0,25.0,32.0,35.0,38.0,39.0,39.0,41.0,42.0,43.0,46.0,49.0,51.0,52.0,52.0,52.0,52.0,253.0,253.0,257.0,257.0,258.0,258.0,258.0,258.0,258.0,济宁,山东省
46,6.0,10.0,13.0,13.0,16.0,29.0,39.0,50.0,59.0,59.0,75.0,81.0,93.0,104.0,115.0,128.0,136.0,147.0,150.0,157.0,161.0,166.0,168.0,169.0,171.0,173.0,173.0,173.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,合肥,安徽省
47,2.0,2.0,3.0,3.0,4.0,6.0,8.0,9.0,13.0,13.0,20.0,30.0,34.0,36.0,41.0,51.0,54.0,57.0,59.0,59.0,60.0,61.0,63.0,65.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,六安,安徽省
48,2.0,7.0,10.0,10.0,21.0,23.0,28.0,38.0,47.0,59.0,65.0,79.0,84.0,95.0,105.0,113.0,118.0,125.0,132.0,138.0,142.0,146.0,150.0,152.0,153.0,154.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,阜阳,安徽省
49,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,滁州,安徽省
50,1.0,4.0,6.0,6.0,8.0,15.0,20.0,20.0,25.0,30.0,39.0,48.0,58.0,66.0,72.0,81.0,87.0,92.0,92.0,97.0,100.0,106.0,107.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,亳州,安徽省
51,1.0,4.0,5.0,8.0,8.0,14.0,18.0,18.0,31.0,43.0,47.0,55.0,56.0,60.0,66.0,71.0,75.0,78.0,80.0,80.0,80.0,81.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,安庆,安徽省
52,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,10.0,11.0,11.0,11.0,11.0,12.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,池州,安徽省
53,1.0,1.0,1.0,3.0,3.0,3.0,8.0,15.0,16.0,26.0,37.0,43.0,48.0,64.0,88.0,99.0,115.0,126.0,134.0,141.0,146.0,149.0,153.0,157.0,158.0,158.0,159.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,蚌埠,安徽省
54,6.0,6.0,9.0,9.0,11.0,13.0,15.0,17.0,23.0,23.0,26.0,27.0,29.0,31.0,31.0,32.0,33.0,35.0,36.0,39.0,39.0,40.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,北海,广西壮族自治区
55,2.0,3.0,5.0,6.0,6.0,6.0,10.0,11.0,12.0,12.0,14.0,15.0,17.0,20.0,20.0,20.0,20.0,22.0,22.0,22.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,柳州,广西壮族自治区
56,2.0,6.0,11.0,14.0,15.0,16.0,18.0,18.0,21.0,23.0,24.0,24.0,26.0,27.0,28.0,29.0,29.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,桂林,广西壮族自治区
57,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,梧州,广西壮族自治区
58,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,百色,广西壮族自治区
59,1.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,8.0,9.0,11.0,11.0,15.0,19.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,23.0,23.0,24.0,25.0,25.0,27.0,28.0,28.0,28.0,28.0,28.0,河池,广西壮族自治区
60,3.0,6.0,20.0,29.0,37.0,40.0,46.0,50.0,56.0,65.0,72.0,85.0,92.0,102.0,112.0,120.0,126.0,130.0,132.0,137.0,141.0,142.0,144.0,148.0,151.0,154.0,156.0,156.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,郑州,河南省
61,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,巩义,河南省
62,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,7.0,7.0,12.0,17.0,21.0,24.0,25.0,25.0,27.0,28.0,29.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,洛阳,河南省
63,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,三门峡,河南省
64,1.0,5.0,22.0,23.0,29.0,32.0,42.0,49.0,70.0,88.0,99.0,112.0,138.0,164.0,176.0,192.0,205.0,220.0,228.0,231.0,240.0,243.0,252.0,261.0,262.0,266.0,268.0,269.0,270.0,273.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,信阳,河南省
65,1.0,4.0,5.0,11.0,15.0,19.0,25.0,36.0,38.0,40.0,47.0,52.0,56.0,59.0,60.0,62.0,62.0,65.0,65.0,66.0,68.0,69.0,70.0,71.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,周口,河南省
66,3.0,4.0,7.0,7.0,10.0,14.0,19.0,25.0,28.0,35.0,40.0,44.0,47.0,52.0,57.0,65.0,71.0,78.0,84.0,87.0,90.0,91.0,91.0,92.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,南京,江苏省
67,2.0,3.0,7.0,8.0,12.0,20.0,24.0,32.0,34.0,38.0,44.0,52.0,55.0,60.0,69.0,72.0,75.0,77.0,80.0,84.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,苏州,江苏省
68,1.0,1.0,3.0,3.0,3.0,3.0,6.0,9.0,13.0,13.0,14.0,17.0,20.0,22.0,24.0,27.0,32.0,35.0,37.0,39.0,42.0,45.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,连云港,江苏省
69,1.0,1.0,1.0,4.0,5.0,8.0,8.0,8.0,13.0,13.0,14.0,15.0,15.0,15.0,17.0,17.0,18.0,18.0,18.0,18.0,20.0,20.0,21.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,扬州,江苏省
70,1.0,1.0,2.0,4.0,6.0,6.0,9.0,10.0,12.0,17.0,19.0,22.0,25.0,27.0,29.0,31.0,32.0,33.0,35.0,37.0,38.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,南通,江苏省
71,1.0,1.0,2.0,4.0,6.0,9.0,10.0,12.0,13.0,19.0,23.0,25.0,26.0,28.0,31.0,34.0,38.0,41.0,45.0,48.0,49.0,51.0,52.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,无锡,江苏省
72,3.0,3.0,3.0,6.0,7.0,9.0,9.0,9.0,11.0,11.0,13.0,14.0,16.0,16.0,21.0,23.0,23.0,28.0,29.0,29.0,29.0,31.0,33.0,33.0,34.0,34.0,34.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,海口,海南省
73,2.0,6.0,8.0,11.0,14.0,14.0,14.0,14.0,15.0,17.0,18.0,18.0,22.0,30.0,34.0,37.0,41.0,43.0,46.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,三亚,海南省
74,2.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,万宁,海南省
75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,临高,海南省
76,2.0,3.0,4.0,8.0,17.0,25.0,46.0,67.0,83.0,89.0,103.0,121.0,134.0,149.0,162.0,168.0,179.0,189.0,195.0,204.0,210.0,217.0,222.0,227.0,228.0,229.0,230.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,230.0,230.0,南昌,江西省
77,1.0,4.0,6.0,7.0,8.0,9.0,13.0,15.0,18.0,24.0,29.0,34.0,44.0,46.0,56.0,59.0,63.0,64.0,67.0,68.0,69.0,71.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,抚州,江西省
78,1.0,1.0,2.0,2.0,2.0,2.0,5.0,8.0,9.0,15.0,18.0,20.0,22.0,23.0,24.0,24.0,24.0,25.0,26.0,29.0,29.0,31.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,萍乡,江西省
79,1.0,2.0,2.0,4.0,9.0,16.0,31.0,42.0,43.0,55.0,64.0,78.0,86.0,92.0,95.0,97.0,100.0,101.0,101.0,105.0,109.0,114.0,115.0,117.0,117.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,九江,江西省
80,1.0,1.0,1.0,3.0,3.0,11.0,11.0,28.0,40.0,43.0,50.0,59.0,69.0,78.0,87.0,95.0,100.0,105.0,110.0,117.0,121.0,124.0,127.0,129.0,129.0,129.0,129.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,新余,江西省
81,1.0,1.0,2.0,3.0,3.0,4.0,5.0,8.0,11.0,12.0,13.0,15.0,15.0,15.0,16.0,17.0,17.0,18.0,19.0,21.0,20.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,吉安,江西省
82,2.0,4.0,8.0,12.0,15.0,18.0,22.0,32.0,39.0,47.0,55.0,60.0,70.0,74.0,80.0,88.0,96.0,98.0,104.0,110.0,114.0,114.0,114.0,114.0,117.0,117.0,118.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,西安,陕西省
83,1.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,8.0,9.0,9.0,11.0,15.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,咸阳,陕西省
84,1.0,3.0,3.0,7.0,8.0,10.0,10.0,13.0,14.0,16.0,17.0,17.0,19.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,23.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,安康,陕西省
85,1.0,1.0,1.0,2.0,2.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,延安,陕西省
86,2.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,13.0,17.0,15.0,18.0,23.0,23.0,25.0,26.0,26.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,沈阳,辽宁省
