prov,citycode,ctnm,inaug_time,birthmonth,name,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct,cityname,gdp2018,gdpPercap2018,gdpGrowth2018,自治州-盟-地区,in_291,popHR18_all,Log_popHR18_all,primary_ind,second_ind,third_ind,prov_full,yiji_date,prov_short,yiji_jan23,yiji_jan24,yiji_jan25,yiji_jan26,yiji_num,prov_leader_rank,num_hospital_total,num_doctors_total,num_firm_total,num_non-domestic_firms_total,pct_of_non_domestic_firm,primary_emp_share_total,secondary_emp_share_total,tertiary_emp_share_total,sex,nativeplace,partytime,majorchara,firstjobtime,nativeprov,is_STEM_major,rule_in_native_prov,is_BA,is_MA,is_PhD,party_age,work_age,is_female,ct_shortname,bdidx_avgdiff_holiday,bdidx_avgdiff_date
甘肃省,620900,酒泉市,2018-1,1963-1,吴仰东,57,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,酒泉市,1687479.0,40257.0,2.5,False,True,99.0,4.59511985013459,12.05,25.71,62.24,甘肃省,2020-01-25 00:00:00.000000000,甘肃,0,0,1,0,2,31.0,36.0,3430.0,192.0,13.0,6.770833333333333,5.239999999999995,33.95,60.81,男,甘肃省平凉市庄浪县,1987-06-01 00:00:00.000000000,1.0,1983-08-01 00:00:00.000000000,甘肃,0.0,1,1,0,0,32.0,36.0,0,酒泉,1.3705999999999996,1.3179729729729743
山西省,140600,朔州市,2018-1,1963-8,陈振亮,56,0,,,2,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,朔州市,4583205.0,127482.0,,False,True,164.0,5.099866427824199,3.39,37.42,59.19,山西省,2020-01-25 00:00:00.000000000,山西,0,0,1,0,2,31.47,63.0,2884.0,238.0,6.0,2.5210084033613445,0.509999999999998,42.02,57.47,男,山西省晋中市寿阳县,1984-06-01 00:00:00.000000000,1.0,1983-08-01 00:00:00.000000000,山西,0.0,1,0,0,1,35.0,36.0,0,朔州,1.5793459459459471,1.6093081081081078
河南省,411000,许昌市,2018-10,1963-6,胡五岳,56,0,,,1,0.0,0.0,0.0,1.0,2.0,2.0,3.0,8.0,12.0,13.0,15.0,19.0,24.0,26.0,28.0,30.0,31.0,31.0,32.0,34.0,34.0,37.0,37.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0,许昌市,7495540.0,57640.0,8.8,False,True,508.0,6.230481447578482,3.2,56.05,40.75,河南省,2020-01-25 00:00:00.000000000,河南,0,0,1,0,2,55.64,101.0,9884.0,1574.0,21.0,1.3341804320203303,0.010000000000005116,58.91,41.08,男,河南省洛阳市伊川县,1984-05-01 00:00:00.000000000,1.0,1984-07-01 00:00:00.000000000,河南,0.0,1,1,0,0,35.0,35.0,0,许昌,2.4768513513513524,2.576570270270269
广东省,441700,阳江市,2018-10,1962-5,焦兰生,57,0,,,1,3.0,5.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,0,阳江市,7094626.0,60119.0,6.5,False,True,297.0,5.6937321388027,13.69,40.6,45.71,广东省,2020-01-23 00:00:00.000000000,广东,1,0,0,0,0,182.12,51.0,5201.0,545.0,77.0,14.128440366972479,1.759999999999998,45.74,52.5,男,河南长垣,1985-02-01 00:00:00.000000000,1.0,1982-08-01 00:00:00.000000000,河南,0.0,0,0,1,0,34.0,37.0,0,阳江,0.9383513513513502,1.0269378378378389
四川省,510500,泸州市,2018-10,1965-8,刘强,54,0,,,1,0.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,12.0,13.0,13.0,16.0,17.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0,泸州市,8407557.0,57669.0,9.7,False,True,510.0,6.234410725718371,6.35,57.72,35.93,四川省,2020-01-24 00:00:00.000000000,四川,0,1,0,0,1,66.1,140.0,9237.0,662.0,16.0,2.416918429003021,0.1600000000000037,42.76,57.08,男,四川井研,1985-04-01 00:00:00.000000000,1.0,1983-08-01 00:00:00.000000000,四川,0.0,1,0,1,0,34.0,36.0,0,泸州,1.42401891891892,1.7007405405405418
宁夏回族自治区,640200,石嘴山市,2018-10,1963-2,王文宇,57,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,石嘴山市,3771905.0,73860.0,7.0,False,True,74.0,4.30406509320417,1.88,62.41,35.71,宁夏回族自治区,2020-01-25 00:00:00.000000000,宁夏,0,0,1,0,2,30.69,35.0,2171.0,217.0,8.0,3.686635944700461,0.7000000000000028,46.07,53.23,男,宁夏中宁,1986-01-01 00:00:00.000000000,1.0,1984-07-01 00:00:00.000000000,宁夏,0.0,1,1,0,0,34.0,35.0,0,石嘴山,1.8208405405405403,1.7832945945945933
辽宁省,210300,鞍山市,2018-10,1962-5,韩玉起,57,1,-4.0,2020-02-05 00:00:00.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,鞍山市,8640987.0,,6.61,False,True,344.0,5.840641657373398,0.73,50.31,48.96,辽宁省,2020-01-25 00:00:00.000000000,辽宁,0,0,1,0,2,60.3,104.0,6680.0,561.0,46.0,8.19964349376114,0.37999999999999545,48.88,50.74,男,湖南城步,1984-12-01 00:00:00.000000000,1.0,1983-07-01 00:00:00.000000000,湖南,0.0,0,1,0,0,35.0,36.0,0,鞍山,1.457918918918918,1.4139891891891905
海南省,460200,三亚市,2018-11,1967-10,童道驰,52,0,,,1,2.0,6.0,8.0,11.0,14.0,14.0,14.0,14.0,15.0,17.0,18.0,18.0,22.0,30.0,34.0,37.0,41.0,43.0,46.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0,三亚市,5298048.0,69780.0,7.6,False,True,59.0,4.07753744390572,12.39,19.98,67.63,海南省,2020-01-25 00:00:00.000000000,海南,0,0,1,0,2,32.74,11.0,2219.0,21.0,5.0,23.809523809523807,2.789999999999992,8.12,89.09,男,湖南平江,2004-12-01 00:00:00.000000000,1.0,1991-07-01 00:00:00.000000000,湖南,0.0,0,0,1,0,15.0,28.0,0,三亚,1.7838432432432418,1.7169405405405391
新疆维吾尔自治区,650500,哈密市,2018-11,1968-1,李成辉,52,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,哈密市,3591681.0,73077.0,7.3,False,True,56.0,4.02535169073515,7.7,54.57,37.73,新疆维吾尔自治区,2020-01-25 00:00:00.000000000,新疆,0,0,1,0,2,73.45,34.0,2238.0,198.0,5.0,2.525252525252525,10.399999999999999,29.37,60.23,男,甘肃平凉,1997-07-01 00:00:00.000000000,2.0,1988-07-01 00:00:00.000000000,甘肃,1.0,0,1,0,0,22.0,31.0,0,哈密,2.7322135135135137,2.6254918918918926
辽宁省,210100,沈阳市,2018-11,1961-7,张雷,58,1,-12.0,2020-02-05 00:00:00.000000000,1,2.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,13.0,17.0,15.0,18.0,23.0,23.0,25.0,26.0,26.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,1,沈阳市,51481026.0,74567.0,3.0,False,True,737.0,6.602587892189336,2.32,39.2,58.48,辽宁省,2020-01-25 00:00:00.000000000,辽宁,0,0,1,0,2,60.3,274.0,28193.0,1379.0,270.0,19.579405366207396,0.21000000000000085,39.53,60.26,男,江苏淮安,1985-04-01 00:00:00.000000000,2.0,1982-08-01 00:00:00.000000000,江苏,1.0,0,1,0,0,34.0,37.0,0,沈阳,1.9704972972972965,1.792402702702702
吉林省,220400,辽源市,2018-11,1964-10,柴伟,55,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,辽源市,4251037.0,92788.0,2.23,False,True,118.0,4.770684624465665,0.48,59.35,40.17,吉林省,2020-01-25 00:00:00.000000000,吉林,0,0,1,0,2,44.12,21.0,2808.0,305.0,6.0,1.9672131147540985,1.8000000000000043,54.83,43.37,男,吉林伊通,1986-12-01 00:00:00.000000000,2.0,1987-08-01 00:00:00.000000000,吉林,1.0,1,1,0,0,33.0,32.0,0,辽源,1.593800000000002,1.5967891891891894
湖北省,421300,随州市,2018-11,1966-5,陈瑞峰,53,1,-13.0,2020-02-07 00:00:00.000000000,1,0.0,5.0,36.0,52.0,70.0,116.0,143.0,228.0,304.0,384.0,458.0,641.0,706.0,834.0,915.0,953.0,984.0,1049.0,1095.0,1129.0,1160.0,1206.0,1232.0,1254.0,1267.0,1278.0,1280.0,1283.0,1287.0,1296.0,1300.0,1303.0,1305.0,1306.0,1307.0,1307.0,1307.0,0,随州市,4346800.0,68664.0,7.54,False,True,250.0,5.521460917862246,5.75,47.84,46.41,湖北省,2020-01-24 00:00:00.000000000,湖北,0,1,0,0,1,56.66,46.0,4268.0,698.0,22.0,3.151862464183381,0.3999999999999986,46.32,53.28,男,山东胶南,1989-04-01 00:00:00.000000000,1.0,1990-01-01 00:00:00.000000000,山东,0.0,0,0,1,0,30.0,30.0,0,随州,3.1056918918918908,3.3025216216216227
黑龙江省,230700,伊春市,2018-12,1962-9,赵万山,57,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,伊春市,1650320.0,22214.0,6.99,False,True,116.0,4.7535901911063645,32.53,25.26,42.21,黑龙江省,2020-01-25 00:00:00.000000000,黑龙江,0,0,1,0,2,31.47,40.0,2684.0,97.0,7.0,7.216494845360824,53.50000000000001,12.74,33.76,男,黑龙江泰来,1985-02-01 00:00:00.000000000,1.0,1980-07-01 00:00:00.000000000,黑龙江,0.0,1,0,1,0,34.0,39.0,0,伊春,1.7146459459459464,1.7941945945945958
山东省,370700,潍坊市,2018-12,1963-6,惠新安,56,0,,,1,1.0,1.0,2.0,3.0,3.0,5.0,7.0,8.0,9.0,11.0,13.0,14.0,16.0,21.0,27.0,31.0,36.0,37.0,38.0,38.0,41.0,41.0,42.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,0,潍坊市,17510000.0,79721.0,9.4,False,True,908.0,6.811244378601294,2.86,47.97,49.17,山东省,2020-01-24 00:00:00.000000000,山东,0,1,0,0,1,89.72,188.0,25432.0,3496.0,272.0,7.780320366132723,0.09999999999999432,50.63,49.27,男,山东日照,1986-04-03 02:16:13.169689536,2.0,1984-07-01 00:00:00.000000000,山东,1.0,1,0,1,0,33.0,35.0,0,潍坊,2.264272972972972,2.134094594594595
广东省,440200,韶关市,2018-12,1965-9,李红军,54,0,,,1,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,韶关市,6383211.0,61271.0,7.8,False,True,335.0,5.814130531825066,3.94,36.76,59.3,广东省,2020-01-23 00:00:00.000000000,广东,1,0,0,0,0,182.12,54.0,5079.0,536.0,70.0,13.059701492537313,0.46999999999999886,46.86,52.67,男,湖北省宜昌市当阳市,1986-10-01 00:00:00.000000000,1.0,1987-06-01 00:00:00.000000000,湖北,0.0,0,0,0,1,33.0,32.0,0,韶关,1.107240540540539,1.2011918918918911
江苏省,320700,连云港市,2018-2,1963-12,项雪龙,56,0,,,1,1.0,1.0,3.0,3.0,3.0,3.0,6.0,9.0,13.0,13.0,14.0,17.0,20.0,22.0,24.0,27.0,32.0,35.0,37.0,39.0,42.0,45.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0,连云港市,14478400.0,69127.0,7.5,False,True,533.0,6.278521424165844,8.53,44.4,47.07,江苏省,2020-01-25 00:00:00.000000000,江苏,0,0,1,0,2,39.66,80.0,11500.0,1504.0,147.0,9.773936170212766,1.4600000000000009,42.88,55.66,男,江苏省江阴市,1984-12-01 00:00:00.000000000,1.0,1983-08-01 00:00:00.000000000,江苏,0.0,1,1,0,0,35.0,36.0,0,连云港,2.1591648648648647,2.257640540540539
浙江省,330500,湖州市,2018-2,1966-1,马晓晖,54,0,,,1,0.0,0.0,1.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,湖州市,10857320.0,81370.0,8.87,False,True,266.0,5.583496308781699,4.21,45.04,50.75,浙江省,2020-01-23 00:00:00.000000000,浙江,1,0,0,0,0,66.3,58.0,8080.0,2945.0,378.0,12.835314091680816,0.05000000000000426,64.55,35.4,男,浙江省慈溪市,1988-09-01 00:00:00.000000000,1.0,1984-02-01 00:00:00.000000000,浙江,0.0,1,0,1,0,31.0,36.0,0,湖州,1.8557594594594595,1.4864108108108112
浙江省,330600,绍兴市,2018-2,1962-10,马卫光,57,0,,,1,1.0,4.0,5.0,6.0,7.0,19.0,19.0,23.0,24.0,27.0,30.0,30.0,30.0,33.0,34.0,36.0,38.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0,绍兴市,29516779.0,107555.0,7.04,False,True,446.0,6.100318952020064,3.21,47.84,48.95,浙江省,2020-01-23 00:00:00.000000000,浙江,1,0,0,0,0,66.3,76.0,15195.0,4494.0,588.0,13.084112149532709,0.010000000000001563,78.58,21.41,男,浙江省绍兴市,1983-07-01 00:00:00.000000000,1.0,1983-08-01 00:00:00.000000000,浙江,0.0,1,1,0,0,36.0,36.0,0,绍兴,2.038764864864865,1.6679108108108092
浙江省,330700,金华市,2018-2,1964-7,陈龙,55,0,,,1,1.0,2.0,3.0,5.0,7.0,13.0,20.0,27.0,34.0,34.0,36.0,40.0,44.0,47.0,48.0,52.0,53.0,53.0,53.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0,金华市,7413927.0,65000.0,6.28,False,True,486.0,6.186208623900494,4.52,34.49,60.98,浙江省,2020-01-23 00:00:00.000000000,浙江,1,0,0,0,0,66.3,131.0,16372.0,3691.0,182.0,4.930913031698727,0.02999999999999403,57.38,42.59,男,浙江省诸暨市,1992-02-01 00:00:00.000000000,1.0,1986-07-01 00:00:00.000000000,浙江,0.0,1,0,1,0,28.0,33.0,0,金华,0.8466297297297298,0.5453162162162155
浙江省,330800,衢州市,2018-2,1968-10,徐文光,51,0,,,1,2.0,2.0,3.0,5.0,5.0,8.0,10.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0,衢州市,6022312.0,72664.0,10.1,False,True,258.0,5.552959584921617,5.03,46.45,48.51,浙江省,2020-01-23 00:00:00.000000000,浙江,1,0,0,0,0,66.3,75.0,6930.0,842.0,46.0,5.463182897862233,0.10999999999999943,39.26,60.63,男,浙江省诸暨市,1989-01-01 00:00:00.000000000,1.0,1990-08-01 00:00:00.000000000,浙江,0.0,1,0,1,0,31.0,29.0,0,衢州,0.7421243243243252,0.7699378378378379
广西壮族自治区,450400,梧州市,2018-2,1964-3,全桂寿,55,0,,,1,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,梧州市,6247607.0,76837.0,2.5,False,True,349.0,5.855071922202427,2.84,56.68,40.48,广西壮族自治区,2020-01-24 00:00:00.000000000,广西,0,1,0,0,1,37.35,37.0,5945.0,399.0,49.0,12.280701754385964,0.3400000000000034,43.11,56.55,男,广西省桂林市灵川县,1984-01-01 00:00:00.000000000,1.0,1984-07-01 00:00:00.000000000,广西,0.0,1,0,1,0,36.0,35.0,0,梧州,1.1241027027027042,1.4627081081081081
广西壮族自治区,450900,玉林市,2018-2,1965-1,黄海昆,55,0,,,1,0.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0,玉林市,4928736.0,43786.0,8.69,False,True,724.0,6.584791392385716,8.25,38.18,53.58,广西壮族自治区,2020-01-24 00:00:00.000000000,广西,0,1,0,0,1,37.35,47.0,9116.0,549.0,54.0,9.836065573770492,2.2900000000000063,33.32,64.39,男,广西壮族自治区贵港市,1986-01-01 00:00:00.000000000,1.0,1987-07-01 00:00:00.000000000,广西,0.0,1,0,1,0,34.0,32.0,0,玉林,1.6040837837837842,1.9438486486486501
山西省,140400,长治市,2018-2,1968-3,孙大军,51,0,,,1,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,长治市,3909537.0,48705.0,2.5,False,True,338.0,5.823045895483019,0.92,37.9,61.19,山西省,2020-01-25 00:00:00.000000000,山西,0,0,1,0,2,31.47,114.0,8252.0,353.0,10.0,2.8328611898017,0.3199999999999932,51.84,47.84,男,辽宁省沈阳市辽中区,1986-02-01 00:00:00.000000000,1.0,1990-07-01 00:00:00.000000000,辽宁,0.0,0,1,0,0,33.0,29.0,0,长治,1.962943243243244,1.944948648648648
辽宁省,211100,盘锦市,2018-2,1963-10,付忠伟,56,1,-10.0,2020-02-05 00:00:00.000000000,1,0.0,0.0,1.0,2.0,2.0,2.0,3.0,4.0,7.0,6.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0,盘锦市,9736271.0,83252.0,5.1,False,True,130.0,4.867534450455582,7.59,47.38,45.04,辽宁省,2020-01-25 00:00:00.000000000,辽宁,0,0,1,0,2,60.3,62.0,4058.0,250.0,20.0,8.0,38.480000000000004,37.3,24.22,男,辽宁,1984-07-01 00:00:00.000000000,1.0,1986-08-01 00:00:00.000000000,辽宁,0.0,1,0,1,0,35.0,33.0,0,盘锦,1.6348837837837844,1.5994810810810811
吉林省,220200,吉林市,2018-2,1967-1,王庭凯,53,0,,,1,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,吉林市,13344871.0,74221.0,3.2,False,True,415.0,6.028278520230698,3.5,35.32,61.18,吉林省,2020-01-25 00:00:00.000000000,吉林,0,0,1,0,2,44.12,148.0,12862.0,1076.0,25.0,2.323420074349442,2.5400000000000063,40.8,56.66,男,吉林,1990-03-26 03:09:28.421052672,1.0,1988-08-13 20:56:16.076555008,吉林,0.0,1,0,1,0,29.0,31.0,0,吉林,1.3533864864864875,1.3410459459459454
黑龙江省,230500,双鸭山市,2018-2,1963-10,宋宏伟,56,0,,,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,7.0,12.0,16.0,20.0,36.0,36.0,38.0,38.0,38.0,39.0,39.0,48.0,48.0,49.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0,双鸭山市,1213525.0,24783.0,2.4,False,True,94.0,4.543294782270004,3.09,28.57,68.33,黑龙江省,2020-01-25 00:00:00.000000000,黑龙江,0,0,1,0,2,31.47,54.0,1972.0,144.0,5.0,3.4722222222222223,4.5800000000000125,29.79,65.63,男,黑龙江省绥化市兰西县,1988-06-01 00:00:00.000000000,1.0,1986-07-01 00:00:00.000000000,黑龙江,0.0,1,0,1,0,31.0,33.0,0,双鸭山,2.409837837837838,2.4665405405405405
广西壮族自治区,450600,防城港市,2018-2,1963-4,李延强,56,1,-14.0,2020-02-08 00:00:00.000000000,1,0.0,2.0,2.0,3.0,3.0,5.0,5.0,7.0,8.0,8.0,9.0,11.0,13.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0,防城港市,5657685.0,100438.0,7.3,False,True,98.0,4.584967478670572,8.64,60.2,31.15,广西壮族自治区,2020-01-24 00:00:00.000000000,广西,0,1,0,0,1,37.35,14.0,2042.0,151.0,17.0,11.258278145695364,11.719999999999999,23.05,65.23,男,河北省邢台市巨鹿县,1987-04-01 00:00:00.000000000,1.0,1984-08-01 00:00:00.000000000,河北,0.0,0,0,1,0,32.0,35.0,0,防城港,1.5813567567567568,1.5463216216216218
广东省,440400,珠海市,2018-3,1965-10,郭永航,54,0,,,1,8.0,10.0,12.0,12.0,12.0,18.0,26.0,34.0,38.0,47.0,55.0,64.0,72.0,73.0,76.0,83.0,83.0,85.0,86.0,87.0,89.0,91.0,95.0,96.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,0,珠海市,26751795.0,155502.0,10.8,False,True,119.0,4.77912349311153,1.83,48.12,50.06,广东省,2020-01-23 00:00:00.000000000,广东,1,0,0,0,0,182.12,43.0,6427.0,1163.0,491.0,42.21840068787618,0.8499999999999943,59.09,40.06,男,山东省济南市济阳县,1986-06-01 00:00:00.000000000,1.0,1989-07-01 00:00:00.000000000,山东,0.0,0,0,1,0,33.0,30.0,0,珠海,1.6819243243243238,1.364451351351352
广东省,441800,清远市,2018-3,1960-9,郭锋,59,0,,,1,1.0,2.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,清远市,7754930.0,49267.0,4.37,False,True,437.0,6.07993319509559,8.34,36.79,54.87,广东省,2020-01-23 00:00:00.000000000,广东,1,0,0,0,0,182.12,57.0,7493.0,644.0,166.0,25.77639751552795,0.4199999999999946,46.88,52.7,男,广东省梅州市大埔县,1984-12-01 00:00:00.000000000,1.0,1980-08-01 00:00:00.000000000,广东,0.0,1,0,1,0,35.0,39.0,0,清远,1.2026918918918923,1.2510675675675678
广东省,441900,东莞市,2018-3,1962-10,梁维东,57,0,,,1,0.0,1.0,2.0,2.0,7.0,7.0,11.0,16.0,21.0,27.0,31.0,37.0,44.0,47.0,53.0,56.0,58.0,60.0,62.0,67.0,70.0,73.0,81.0,89.0,89.0,91.0,91.0,92.0,93.0,93.0,94.0,96.0,97.0,97.0,97.0,98.0,99.0,0,东莞市,82785900.0,,,False,True,211.0,5.351858133476067,0.3,48.6,51.1,广东省,2020-01-23 00:00:00.000000000,广东,1,0,0,0,0,182.12,97.0,17506.0,7669.0,3139.0,40.93102099361064,0.010000000000001563,81.08,18.91,男,广东省佛山市,1984-11-01 00:00:00.000000000,1.0,1981-07-01 00:00:00.000000000,广东,0.0,1,0,1,0,35.0,38.0,0,东莞,1.4406972972972971,0.9956945945945944
内蒙古自治区,150700,呼伦贝尔市,2018-3,1965-11,于立新,54,1,-19.0,2020-02-13 00:00:00.000000000,1,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,呼伦贝尔市,3047356.0,58996.0,0.1,False,True,260.0,5.560681631015528,2.89,46.24,50.87,内蒙古自治区,2020-01-25 00:00:00.000000000,内蒙古,0,0,1,0,2,35.79,219.0,9623.0,160.0,12.0,7.5,26.139999999999993,20.65,53.21,男,内蒙古自治区赤峰市,1992-06-01 00:00:00.000000000,1.0,1987-07-01 00:00:00.000000000,内蒙古,0.0,1,1,0,0,27.0,32.0,0,呼伦贝尔,1.5862135135135134,1.5771783783783777
