provincecode,provincename,citycode,ctnm,inaug_time,off_month,birthmonth,name,note,race,time_of_data_entry,rule_in_covid,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,cityCode,cityFullName,cityName,prov,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct
520000,贵州省,520200,六盘水市,2017-12,,1964-3,王忠,,汉族,2020-07-21 17:00:00,True,55,False,,,2,520200.0,六盘水市,六盘水,贵州省,,,,1.0,1.0,1.0,1.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
520000,贵州省,522600,黔东南苗族侗族自治州,2017-12,,1962-12,桑维亮,,汉族,2020-07-21 17:00:00,True,57,False,,,2,522600.0,黔东南苗族侗族自治州,黔东南州,贵州省,,,,,,,1.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
140000,山西省,140500,晋城市,2017-12,,1964-9,张志川,,汉族,2020-07-21 17:00:00,True,55,False,,,2,140500.0,晋城市,晋城,山西省,,,,,,,,,2.0,3.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
330000,浙江省,330200,宁波市,2017-12,,1961-11,郑栅洁,,汉族,2020-07-21 17:00:00,True,58,True,-11.0,2020-02-04 00:00:00,2,330200.0,宁波市,宁波,浙江省,5.0,6.0,13.0,13.0,17.0,20.0,41.0,46.0,55.0,66.0,75.0,102.0,120.0,126.0,136.0,141.0,146.0,149.0,151.0,153.0,153.0,153.0,154.0,155.0,156.0,156.0,156.0,156.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,1
410000,河南省,411700,驻马店市,2017-12,,1965-2,陈星,,汉族,2020-07-21 17:00:00,True,54,True,-10.0,2020-02-04 00:00:00,2,411700.0,驻马店市,驻马店,河南省,,2.0,7.0,9.0,10.0,16.0,25.0,30.0,40.0,46.0,58.0,72.0,82.0,98.0,106.0,113.0,116.0,123.0,126.0,128.0,134.0,137.0,138.0,138.0,138.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,0
420000,湖北省,420900,孝感市,2017-12,,1965-1,潘启胜,,汉族,2020-07-21 17:00:00,True,55,True,0.0,2020-01-24 00:00:00,2,420900.0,孝感市,孝感,湖北省,22.0,26.0,55.0,100.0,173.0,274.0,399.0,541.0,628.0,749.0,918.0,1120.0,1462.0,1886.0,2141.0,2313.0,2436.0,2541.0,2642.0,2751.0,2874.0,3009.0,3114.0,3201.0,3279.0,3320.0,3344.0,3329.0,3346.0,3429.0,3443.0,3465.0,3482.0,3501.0,3516.0,3517.0,3518.0,0
330000,浙江省,330900,舟山市,2017-2,,1963-10,俞东来,,汉族,2020-07-21 17:00:00,True,56,False,,,2,330900.0,舟山市,舟山,浙江省,1.0,2.0,2.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
410000,河南省,410700,新乡市,2017-2,,1963-5,张国伟,,汉族,2020-07-21 17:00:00,True,56,False,,,2,410700.0,新乡市,新乡,河南省,,1.0,3.0,4.0,6.0,7.0,11.0,15.0,21.0,21.0,27.0,33.0,39.0,41.0,41.0,43.0,44.0,46.0,48.0,53.0,54.0,55.0,55.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,0
410000,河南省,411600,周口市,2017-2,,1963-4,刘继标,,汉族,2020-07-21 17:00:00,True,56,False,,,2,411600.0,周口市,周口,河南省,1.0,4.0,5.0,11.0,15.0,19.0,25.0,36.0,38.0,40.0,47.0,52.0,56.0,59.0,60.0,62.0,62.0,65.0,65.0,66.0,68.0,69.0,70.0,71.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0
650000,新疆维吾尔自治区,652800,巴音郭楞蒙古自治州,2017-2,,1963-3,李刚,,汉族,2020-07-21 17:00:00,True,56,False,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
130000,河北省,130700,张家口市,2017-2,,1961-7,回建,,回族,2020-07-21 17:00:00,True,58,False,,,2,130700.0,张家口市,张家口,河北省,,,,,,1.0,6.0,6.0,8.0,9.0,9.0,9.0,10.0,12.0,13.0,14.0,14.0,17.0,21.0,21.0,25.0,31.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,35.0,40.0,41.0,41.0,0
420000,湖北省,420600,襄阳市,2017-2,,1965-3,李乐成,,汉族,2020-07-21 17:00:00,True,54,True,-1.0,2020-01-26 00:00:00,2,420600.0,襄阳市,襄阳,湖北省,,1.0,8.0,36.0,70.0,131.0,163.0,286.0,347.0,441.0,548.0,632.0,735.0,787.0,838.0,907.0,988.0,1019.0,1063.0,1088.0,1101.0,1111.0,1128.0,1144.0,1155.0,1163.0,1165.0,1167.0,1170.0,1173.0,1173.0,1174.0,1175.0,1175.0,1175.0,1175.0,1175.0,0
230000,黑龙江省,230600,大庆市,2017-3,,1963-11,韩立华,,汉族,2020-07-21 17:00:00,True,56,False,,,2,230600.0,大庆市,大庆,黑龙江省,1.0,1.0,3.0,5.0,5.0,5.0,5.0,7.0,8.0,8.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,15.0,18.0,19.0,19.0,20.0,20.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0
340000,安徽省,341700,池州市,2017-3,,1970-5,王宏,,汉族,2020-07-21 17:00:00,True,49,False,,,2,341700.0,池州市,池州,安徽省,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,10.0,11.0,11.0,11.0,11.0,12.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0
440000,广东省,440800,湛江市,2017-3,,1968-6,郑人豪,,汉族,2020-07-21 17:00:00,True,51,False,,,2,440800.0,湛江市,湛江,广东省,2.0,2.0,4.0,5.0,7.0,9.0,11.0,11.0,13.0,14.0,14.0,18.0,18.0,19.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0
510000,四川省,510100,成都市,2017-3,,1966-4,范锐平,,汉族,2020-07-21 17:00:00,True,53,False,,,2,510100.0,成都市,成都,四川省,7.0,16.0,22.0,33.0,37.0,46.0,59.0,69.0,72.0,73.0,77.0,87.0,92.0,97.0,102.0,109.0,120.0,123.0,124.0,125.0,131.0,135.0,139.0,140.0,140.0,140.0,141.0,141.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,1
530000,云南省,530600,昭通市,2017-3,,1964-6,杨亚林,,汉族,2020-07-21 17:00:00,True,55,False,,,2,530600.0,昭通市,昭通,云南省,,,1.0,1.0,2.0,2.0,4.0,6.0,6.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,12.0,12.0,14.0,14.0,14.0,19.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0
650000,新疆维吾尔自治区,650100,乌鲁木齐市,2017-3,,1964-11,徐海荣,,汉族,2020-07-21 17:00:00,True,55,False,,,2,650100.0,乌鲁木齐市,乌鲁木齐,新疆维吾尔自治区,,3.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,8.0,10.0,12.0,12.0,15.0,18.0,19.0,20.0,20.0,20.0,20.0,21.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0
650000,新疆维吾尔自治区,650200,克拉玛依市,2017-3,,1963-11,赵文泉,,汉族,2020-07-21 17:00:00,True,56,False,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
650000,新疆维吾尔自治区,654200,塔城地区,2017-3,,1966-4,薛斌,,汉族,2020-07-21 17:00:00,True,53,False,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
650000,新疆维吾尔自治区,654300,阿勒泰地区,2017-3,,1962-4,张岩,,汉族,2020-07-21 17:00:00,True,57,False,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
340000,安徽省,340200,芜湖市,2017-4,,1968-3,潘朝晖,,汉族,2020-07-21 17:00:00,True,51,False,,,2,340200.0,芜湖市,芜湖,安徽省,,1.0,3.0,6.0,9.0,11.0,14.0,14.0,15.0,16.0,16.0,21.0,23.0,26.0,27.0,29.0,29.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,0
440000,广东省,441600,河源市,2017-4,,1965-1,丁红都,,汉族,2020-07-21 17:00:00,True,55,False,,,2,441600.0,河源市,河源,广东省,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
450000,广西壮族自治区,450700,钦州市,2017-4,,1962-11,王革冰,,汉族,2020-07-21 17:00:00,True,57,False,,,2,450700.0,钦州市,钦州,广西壮族自治区,,,,,,,1.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
540000,西藏自治区,540300,昌都市,2017-4,,1967-3,阿布,,回族,2020-07-21 17:00:00,True,52,False,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
610000,陕西省,610800,榆林市,2017-4,,1960-11,戴征社,,汉族,2020-07-21 17:00:00,True,59,False,,,2,610800.0,榆林市,榆林,陕西省,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
620000,甘肃省,620400,白银市,2017-4,,1966-7,苏君,,汉族,2020-07-21 17:00:00,True,53,False,,,2,620400.0,白银市,白银,甘肃省,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
620000,甘肃省,620600,武威市,2017-4,,1971-11,柳鹏,,汉族,2020-07-21 17:00:00,True,48,False,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
650000,新疆维吾尔自治区,650400,吐鲁番市,2017-4,,1968-1,张文胜,,汉族,2020-07-21 17:00:00,True,52,False,,,2,650400.0,吐鲁番市,吐鲁番,新疆维吾尔自治区,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
210000,辽宁省,210200,大连市,2017-4,,1968-10,谭作钧,,汉族,2020-07-21 17:00:00,True,51,True,-12.0,2020-02-05 00:00:00,2,210200.0,大连市,大连,辽宁省,1.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,10.0,12.0,12.0,13.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,1
440000,广东省,440300,深圳市,2017-4,,1962-3,王伟中,,汉族,2020-07-21 17:00:00,True,57,True,-15.0,2020-02-08 00:00:00,2,440300.0,深圳市,深圳,广东省,15.0,20.0,31.0,36.0,57.0,80.0,98.0,134.0,170.0,207.0,245.0,271.0,291.0,316.0,339.0,354.0,366.0,369.0,375.0,386.0,391.0,400.0,406.0,414.0,415.0,416.0,416.0,416.0,416.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,1
640000,宁夏回族自治区,640300,吴忠市,2017-4,,1963-10,沈左权,,汉族,2020-07-21 17:00:00,True,56,True,-3.0,2020-01-31 00:00:00,2,640300.0,吴忠市,吴忠,宁夏回族自治区,,,,,2.0,3.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,10.0,13.0,15.0,19.0,22.0,25.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0
520000,贵州省,522700,黔南布依族苗族自治州,2017-5,,1965-7,唐德智,,汉族,2020-07-21 17:00:00,True,54,False,,,2,522700.0,黔南布依族苗族自治州,黔南州,贵州省,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0
530000,云南省,530700,丽江市,2017-5,,1965-12,崔茂虎,,汉族,2020-07-21 17:00:00,True,54,False,,,2,530700.0,丽江市,丽江,云南省,1.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0
620000,甘肃省,620700,张掖市,2017-5,,1962-9,杨维俊,,汉族,2020-07-21 17:00:00,True,57,False,,,2,620700.0,张掖市,张掖,甘肃省,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
620000,甘肃省,620800,平凉市,2017-5,,1962-8,郭承录,,汉族,2020-07-21 17:00:00,True,57,False,,,2,620800.0,平凉市,平凉,甘肃省,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
620000,甘肃省,621100,定西市,2017-5,,1963-6,唐晓明,,汉族,2020-07-21 17:00:00,True,56,False,,,2,621100.0,定西市,定西,甘肃省,,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
630000,青海省,632300,黄南藏族自治州,2017-5,,1964-10,王振昌,,汉族,2020-07-21 17:00:00,True,55,False,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
150000,内蒙古自治区,150400,赤峰市,2017-5,,1962-7,段志强,,蒙古族,2020-07-21 17:00:00,True,57,True,-19.0,2020-02-13 00:00:00,2,150400.0,赤峰市,赤峰,内蒙古自治区,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
150000,内蒙古自治区,150800,巴彦淖尔市,2017-5,,1968-10,常志刚,,蒙古族,2020-07-21 17:00:00,True,51,True,-15.0,2020-02-13 00:00:00,2,150800.0,巴彦淖尔市,巴彦淖尔,内蒙古自治区,,,,,,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
230000,黑龙江省,230100,哈尔滨市,2017-5,,1962-12,王兆力,,汉族,2020-07-21 17:00:00,True,57,True,-11.0,2020-02-04 00:00:00,2,230100.0,哈尔滨市,哈尔滨,黑龙江省,1.0,6.0,8.0,8.0,10.0,11.0,13.0,18.0,25.0,34.0,45.0,63.0,73.0,82.0,94.0,100.0,114.0,128.0,146.0,150.0,159.0,164.0,167.0,182.0,188.0,190.0,192.0,194.0,197.0,197.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,1
510000,四川省,511900,巴中市,2017-6,,1967-10,罗增斌,,汉族,2020-07-21 17:00:00,True,52,False,,,2,511900.0,巴中市,巴中,四川省,,,,,,2.0,4.0,5.0,8.0,8.0,12.0,12.0,15.0,19.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0
540000,西藏自治区,540500,山南市,2017-6,,1963-7,许成仓,,汉族,2020-07-21 17:00:00,True,56,False,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
610000,陕西省,610300,宝鸡市,2017-6,,1965-8,徐启方,,汉族,2020-07-21 17:00:00,True,54,False,,,2,610300.0,宝鸡市,宝鸡,陕西省,,,,,3.0,4.0,4.0,4.0,6.0,7.0,8.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0
640000,宁夏回族自治区,640400,固原市,2017-6,,1968-2,张柱,,汉族,2020-07-21 17:00:00,True,52,False,,,2,640400.0,固原市,固原,宁夏回族自治区,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0
640000,宁夏回族自治区,640500,中卫市,2017-6,,1965-10,何健,,汉族,2020-07-21 17:00:00,True,54,False,,,2,640500.0,中卫市,中卫,宁夏回族自治区,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,0
140000,山西省,140100,太原市,2017-6,,1963-10,罗清宇,,汉族,2020-07-21 17:00:00,True,56,False,,,2,140100.0,太原市,太原,山西省,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,9.0,9.0,11.0,12.0,15.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0
640000,宁夏回族自治区,640100,银川市,2017-6,,1960-8,姜志刚,,汉族,2020-07-21 17:00:00,True,59,True,-7.0,2020-01-31 00:00:00,2,640100.0,银川市,银川,宁夏回族自治区,1.0,1.0,2.0,5.0,7.0,7.0,9.0,11.0,15.0,16.0,19.0,20.0,20.0,25.0,27.0,29.0,28.0,28.0,30.0,31.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,0
350000,福建省,350100,福州市,2017-6,,1961-4,王宁,,汉族,2020-07-21 17:00:00,True,58,True,-11.0,2020-02-04 00:00:00,2,350100.0,福州市,福州,福建省,5.0,6.0,13.0,18.0,24.0,24.0,30.0,32.0,39.0,44.0,47.0,53.0,55.0,56.0,57.0,59.0,62.0,63.0,63.0,64.0,64.0,66.0,66.0,68.0,69.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,0
340000,安徽省,341100,滁州市,2017-7,,1964-10,张祥安,,汉族,2020-07-21 17:00:00,True,55,False,,,2,341100.0,滁州市,滁州,安徽省,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0
430000,湖南省,430100,长沙市,2017-7,,1963-6,胡衡华,,汉族,2020-07-21 17:00:00,True,56,False,,,2,430100.0,长沙市,长沙,湖南省,8.0,8.0,18.0,22.0,24.0,46.0,57.0,68.0,86.0,112.0,125.0,148.0,164.0,179.0,190.0,196.0,205.0,213.0,219.0,223.0,228.0,238.0,241.0,241.0,241.0,241.0,241.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,0
430000,湖南省,430700,常德市,2017-7,,1966-2,周德睿,,汉族,2020-07-21 17:00:00,True,53,False,,,2,430700.0,常德市,常德,湖南省,,3.0,7.0,12.0,19.0,26.0,30.0,37.0,39.0,42.0,45.0,50.0,56.0,62.0,64.0,66.0,66.0,72.0,73.0,75.0,77.0,78.0,78.0,79.0,79.0,79.0,79.0,79.0,80.0,80.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,0
510000,四川省,511400,眉山市,2017-7,,1962-8,慕新海,,汉族,2020-07-21 17:00:00,True,57,False,,,2,511400.0,眉山市,眉山,四川省,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
530000,云南省,532600,文山壮族苗族自治州,2017-7,,1964-5,童志云,,汉族,2020-07-21 17:00:00,True,55,False,,,2,532600.0,文山壮族苗族自治州,文山州,云南省,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
320000,江苏省,320100,南京市,2017-7,,1962-7,张敬华,,汉族,2020-07-21 17:00:00,True,57,True,-11.0,2020-02-04 00:00:00,2,320100.0,南京市,南京,江苏省,3.0,4.0,7.0,7.0,10.0,14.0,19.0,25.0,28.0,35.0,40.0,44.0,47.0,52.0,57.0,65.0,71.0,78.0,84.0,87.0,90.0,91.0,91.0,92.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,1
520000,贵州省,522300,黔西南布依族苗族自治州,2017-8,,1967-8,刘文新,,汉族,2020-07-21 17:00:00,True,52,False,,,2,522300.0,黔西南布依族苗族自治州,黔西南州,贵州省,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
530000,云南省,532300,楚雄彝族自治州,2017-8,,1966-9,杨斌,,彝族,2020-07-21 17:00:00,True,53,False,,,2,532300.0,楚雄彝族自治州,楚雄州,云南省,,,,,,,,,,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
530000,云南省,533300,怒江傈僳族自治州,2017-8,,1968-5,纳云德,,傈僳族,2020-07-21 17:00:00,True,51,False,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
630000,青海省,630200,海东市,2017-8,,1963-11,鸟成云,,回族,2020-07-21 17:00:00,True,56,False,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
130000,河北省,131100,衡水市,2017-9,,1963-8,王景武,,汉族,2020-07-21 17:00:00,True,56,False,,,2,131100.0,衡水市,衡水,河北省,,,,,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
410000,河南省,411100,漯河市,2018-1,,1968-10,蒿慧杰,,汉族,2020-07-21 17:00:00,True,51,False,,,2,411100.0,漯河市,漯河,河南省,,,3.0,6.0,9.0,9.0,11.0,13.0,14.0,16.0,20.0,23.0,24.0,26.0,26.0,29.0,30.0,30.0,31.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0
620000,甘肃省,620200,嘉峪关市,2018-1,,1962-10,李忠科,,汉族,2020-07-21 17:00:00,True,57,False,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
620000,甘肃省,620900,酒泉市,2018-1,,1963-1,吴仰东,,汉族,2020-07-21 17:00:00,True,57,False,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
650000,新疆维吾尔自治区,652300,昌吉回族自治州,2018-1,,1965-1,王国和,,汉族,2020-07-21 17:00:00,True,55,False,,,2,652300.0,昌吉回族自治州,昌吉州,新疆维吾尔自治区,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
140000,山西省,140600,朔州市,2018-1,,1963-8,陈振亮,,汉族,2020-07-21 17:00:00,True,56,False,,,2,140600.0,朔州市,朔州,山西省,,,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
