prov,citycode,ctnm,inaug_time,birthmonth,name,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct,cityname,gdp2018,gdpPercap2018,gdpGrowth2018,自治州-盟-地区,popHR18_all,Log_popHR18_all,primary_ind,second_ind,third_ind,prov_full,yiji_date,yiji_jan23,yiji_jan24,yiji_jan25,yiji_jan26,yiji_num
安徽省,340600,淮北市,2016-8,1965-2,黄晓武,54,1,-14.0,2020-02-09,3,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,6.0,8.0,11.0,14.0,17.0,22.0,22.0,23.0,23.0,24.0,24.0,25.0,25.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0,淮北市,6229180.0,59210.0,6.89,False,217.0,5.37989735354046,3.44,58.86,37.7,安徽省,2020-01-24,0,1,0,0,1
福建省,350700,南平市,2016-9,1964-3,袁毅,55,0,,,3,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,8.0,8.0,11.0,11.0,12.0,12.0,12.0,14.0,16.0,18.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0,南平市,5263855.0,66739.0,6.4,False,319.0,5.765191102784844,13.13,48.34,38.53,福建省,2020-01-24,0,1,0,0,1
辽宁省,210800,营口市,2016-9,1961-1,赵长富,59,0,,,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,营口市,8078204.0,73693.0,4.68,False,232.0,5.44673737166631,2.75,42.0,55.25,辽宁省,2020-01-25,0,0,1,0,2
江西省,360500,新余市,2016-9,1968-1,蒋斌,52,1,-13.0,2020-02-06,3,1.0,1.0,1.0,3.0,3.0,11.0,11.0,28.0,40.0,43.0,50.0,59.0,69.0,78.0,87.0,95.0,100.0,105.0,110.0,117.0,121.0,124.0,127.0,129.0,129.0,129.0,129.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,0,新余市,7565744.0,87546.0,8.4,False,122.0,4.804021044733257,4.64,52.82,42.54,江西省,2020-01-24,0,1,0,0,1
江西省,360800,吉安市,2016-9,1963-11,胡世忠,56,1,-13.0,2020-02-06,3,1.0,1.0,2.0,3.0,3.0,4.0,5.0,8.0,11.0,12.0,13.0,15.0,15.0,15.0,16.0,17.0,17.0,18.0,19.0,21.0,20.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0,吉安市,2531933.0,45796.0,8.87,False,536.0,6.284134161070802,6.73,44.99,48.27,江西省,2020-01-24,0,1,0,0,1
河南省,410300,洛阳市,2017-1,1963-9,李亚,56,0,,,3,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,7.0,7.0,12.0,17.0,21.0,24.0,25.0,25.0,27.0,28.0,29.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,0,洛阳市,16555755.0,75677.0,9.2,False,737.0,6.602587892189336,1.07,37.74,61.18,河南省,2020-01-25,0,0,1,0,2
云南省,530900,临沧市,2017-1,1965-1,杨浩东,55,0,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,临沧市,1065841.0,31627.0,10.0,False,239.0,5.476463551931511,15.09,34.02,50.89,云南省,2020-01-24,0,1,0,0,1
云南省,532900,大理白族自治州,2017-1,1961-6,陈坚,58,0,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0,,,,,True,,,,,,云南省,2020-01-24,0,1,0,0,1
西藏自治区,540100,拉萨市,2017-1,1967-2,白玛旺堆,53,0,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,拉萨市,2878800.0,,,False,54.0,3.9889840465642745,1.64,33.09,65.28,西藏自治区,,0,0,0,0,0
湖北省,420500,宜昌市,2017-1,1964-5,周霁,55,1,0.0,2020-01-24,3,1.0,1.0,20.0,31.0,51.0,63.0,117.0,167.0,276.0,353.0,392.0,452.0,496.0,563.0,610.0,633.0,711.0,749.0,772.0,784.0,810.0,877.0,906.0,901.0,895.0,904.0,907.0,891.0,895.0,914.0,917.0,924.0,926.0,927.0,929.0,931.0,931.0,0,宜昌市,16525000.0,112313.0,4.1,False,392.0,5.971261839790462,4.76,55.96,39.28,湖北省,2020-01-24,0,1,0,0,1
新疆维吾尔自治区,653000,克孜勒苏柯尔克孜自治州,2017-10,1963-10,安征宇,56,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,True,,,,,,新疆维吾尔自治区,2020-01-25,0,0,1,0,2
四川省,511800,雅安市,2017-11,1961-4,兰开驰,58,0,,,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,雅安市,2398237.0,37833.0,8.6,False,154.0,5.0369526024136295,14.92,37.58,47.5,四川省,2020-01-24,0,1,0,0,1
湖北省,422800,恩施土家族苗族自治州,2017-11,1965-8,柯俊,54,1,0.0,2020-01-24,2,0.0,11.0,17.0,25.0,38.0,51.0,66.0,75.0,87.0,105.0,111.0,123.0,138.0,144.0,157.0,160.0,171.0,187.0,195.0,203.0,229.0,237.0,244.0,247.0,249.0,250.0,249.0,244.0,245.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,252.0,0,,,,,True,,,,,,湖北省,2020-01-24,0,1,0,0,1
安徽省,340300,蚌埠市,2017-12,1962-1,汪莹纯,58,0,,,2,1.0,1.0,1.0,3.0,3.0,3.0,8.0,15.0,16.0,26.0,37.0,43.0,48.0,64.0,88.0,99.0,115.0,126.0,134.0,141.0,146.0,149.0,153.0,157.0,158.0,158.0,159.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,0,蚌埠市,8445969.0,46538.0,9.4,False,381.0,5.942799375126701,3.04,49.47,47.49,安徽省,2020-01-24,0,1,0,0,1
安徽省,340500,马鞍山市,2017-12,1964-5,张岳峰,55,0,,,2,0.0,4.0,7.0,7.0,10.0,11.0,14.0,14.0,22.0,27.0,28.0,28.0,30.0,30.0,30.0,31.0,31.0,31.0,32.0,32.0,32.0,34.0,35.0,36.0,36.0,36.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0,马鞍山市,10425427.0,108939.0,8.9,False,229.0,5.43372200355424,1.2,53.91,44.88,安徽省,2020-01-24,0,1,0,0,1
河南省,410200,开封市,2017-12,1967-1,侯红,53,0,,,2,0.0,0.0,0.0,1.0,2.0,3.0,4.0,6.0,8.0,11.0,11.0,12.0,17.0,18.0,20.0,21.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,开封市,6887402.0,42413.0,7.0,False,559.0,6.326149473155099,9.83,34.99,55.18,河南省,2020-01-25,0,0,1,0,2
河南省,410400,平顶山市,2017-12,1962-6,周斌,57,0,,,2,0.0,1.0,2.0,5.0,5.0,5.0,8.0,10.0,11.0,14.0,19.0,28.0,34.0,41.0,46.0,48.0,50.0,52.0,54.0,55.0,56.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,0,平顶山市,5649429.0,52117.0,10.3,False,567.0,6.340359303727752,1.03,51.9,47.07,河南省,2020-01-25,0,0,1,0,2
海南省,460400,儋州市,2017-12,1966-4,袁光平,53,0,,,2,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,儋州市,3229700.0,,8.2,False,96.0,4.564348191467836,38.3,13.1,48.6,海南省,2020-01-25,0,0,1,0,2
贵州省,520200,六盘水市,2017-12,1964-3,王忠,55,0,,,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,六盘水市,4673400.0,77055.0,11.0,False,342.0,5.834810737062605,1.35,46.61,52.04,贵州省,2020-01-24,0,1,0,0,1
贵州省,522600,黔东南苗族侗族自治州,2017-12,1962-12,桑维亮,57,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,,,,,True,,,,,,贵州省,2020-01-24,0,1,0,0,1
山西省,140500,晋城市,2017-12,1964-9,张志川,55,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,晋城市,2681085.0,54209.0,6.5,False,221.0,5.3981627015177525,0.26,30.34,69.4,山西省,2020-01-25,0,0,1,0,2
浙江省,330200,宁波市,2017-12,1961-11,郑栅洁,58,1,-11.0,2020-02-04,2,5.0,6.0,13.0,13.0,17.0,20.0,41.0,46.0,55.0,66.0,75.0,102.0,120.0,126.0,136.0,141.0,146.0,149.0,151.0,153.0,153.0,153.0,154.0,155.0,156.0,156.0,156.0,156.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,1,宁波市,62826874.0,150990.0,6.8,False,597.0,6.391917113392602,1.5,49.53,48.97,浙江省,2020-01-23,1,0,0,0,0
河南省,411700,驻马店市,2017-12,1965-2,陈星,54,1,-10.0,2020-02-04,2,0.0,2.0,7.0,9.0,10.0,16.0,25.0,30.0,40.0,46.0,58.0,72.0,82.0,98.0,106.0,113.0,116.0,123.0,126.0,128.0,134.0,137.0,138.0,138.0,138.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,0,驻马店市,3668609.0,37230.0,8.2,False,961.0,6.8679744089702925,7.31,46.95,45.74,河南省,2020-01-25,0,0,1,0,2
湖北省,420900,孝感市,2017-12,1965-1,潘启胜,55,1,0.0,2020-01-24,2,22.0,26.0,55.0,100.0,173.0,274.0,399.0,541.0,628.0,749.0,918.0,1120.0,1462.0,1886.0,2141.0,2313.0,2436.0,2541.0,2642.0,2751.0,2874.0,3009.0,3114.0,3201.0,3279.0,3320.0,3344.0,3329.0,3346.0,3429.0,3443.0,3465.0,3482.0,3501.0,3516.0,3517.0,3518.0,0,孝感市,3164822.0,34067.0,7.5,False,519.0,6.251903883165888,10.17,46.23,43.59,湖北省,2020-01-24,0,1,0,0,1
浙江省,330900,舟山市,2017-2,1963-10,俞东来,56,0,,,2,1.0,2.0,2.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,舟山市,9165154.0,103796.0,8.7,False,97.0,4.574710978503383,7.67,34.21,58.13,浙江省,2020-01-23,1,0,0,0,0
河南省,410700,新乡市,2017-2,1963-5,张国伟,56,0,,,2,0.0,1.0,3.0,4.0,6.0,7.0,11.0,15.0,21.0,21.0,27.0,33.0,39.0,41.0,41.0,43.0,44.0,46.0,48.0,53.0,54.0,55.0,55.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,0,新乡市,8005138.0,69375.0,8.03,False,647.0,6.472346294500901,0.93,42.89,56.17,河南省,2020-01-25,0,0,1,0,2
河南省,411600,周口市,2017-2,1963-4,刘继标,56,0,,,2,1.0,4.0,5.0,11.0,15.0,19.0,25.0,36.0,38.0,40.0,47.0,52.0,56.0,59.0,60.0,62.0,62.0,65.0,65.0,66.0,68.0,69.0,70.0,71.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0,周口市,2360046.0,33019.0,6.6,False,1258.0,7.1372784372603855,3.63,49.87,46.49,河南省,2020-01-25,0,0,1,0,2
新疆维吾尔自治区,652800,巴音郭楞蒙古自治州,2017-2,1963-3,李刚,56,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,True,,,,,,新疆维吾尔自治区,2020-01-25,0,0,1,0,2
河北省,130700,张家口市,2017-2,1961-7,回建,58,0,,,2,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,8.0,9.0,9.0,9.0,10.0,12.0,13.0,14.0,14.0,17.0,21.0,21.0,25.0,31.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,35.0,40.0,41.0,41.0,0,张家口市,7093733.0,41038.0,6.5,False,465.0,6.142037405587356,7.01,38.92,54.07,河北省,2020-01-24,0,1,0,0,1
湖北省,420600,襄阳市,2017-2,1965-3,李乐成,54,1,-1.0,2020-01-26,2,0.0,1.0,8.0,36.0,70.0,131.0,163.0,286.0,347.0,441.0,548.0,632.0,735.0,787.0,838.0,907.0,988.0,1019.0,1063.0,1088.0,1101.0,1111.0,1128.0,1144.0,1155.0,1163.0,1165.0,1167.0,1170.0,1173.0,1173.0,1174.0,1175.0,1175.0,1175.0,1175.0,1175.0,0,襄阳市,20508774.0,88032.0,6.58,False,592.0,6.3835066348840055,6.8,54.17,39.04,湖北省,2020-01-24,0,1,0,0,1
黑龙江省,230600,大庆市,2017-3,1963-11,韩立华,56,0,,,2,1.0,1.0,3.0,5.0,5.0,5.0,5.0,7.0,8.0,8.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,15.0,18.0,19.0,19.0,20.0,20.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,大庆市,22907157.0,167420.0,2.4,False,273.0,5.60947179518496,2.4,62.09,35.51,黑龙江省,2020-01-25,0,0,1,0,2
安徽省,341700,池州市,2017-3,1970-5,王宏,49,0,,,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,10.0,11.0,11.0,11.0,11.0,12.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0,池州市,3508409.0,52255.0,5.71,False,162.0,5.087596335232384,8.73,49.57,41.7,安徽省,2020-01-24,0,1,0,0,1
广东省,440800,湛江市,2017-3,1968-6,郑人豪,51,0,,,2,2.0,2.0,4.0,5.0,7.0,9.0,11.0,11.0,13.0,14.0,14.0,18.0,18.0,19.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0,湛江市,12740693.0,75552.0,7.7,False,839.0,6.732210706467206,5.38,45.22,49.4,广东省,2020-01-23,1,0,0,0,0
四川省,510100,成都市,2017-3,1966-4,范锐平,53,0,,,2,7.0,16.0,22.0,33.0,37.0,46.0,59.0,69.0,72.0,73.0,77.0,87.0,92.0,97.0,102.0,109.0,120.0,123.0,124.0,125.0,131.0,135.0,139.0,140.0,140.0,140.0,141.0,141.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,1,成都市,110100047.0,103757.0,8.7,False,1435.0,7.268920128193722,1.52,43.92,54.56,四川省,2020-01-24,0,1,0,0,1
云南省,530600,昭通市,2017-3,1964-6,杨亚林,55,0,,,2,0.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,6.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,12.0,12.0,14.0,14.0,14.0,19.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,昭通市,2558688.0,30544.0,9.2,False,619.0,6.428105272684596,11.13,49.28,39.59,云南省,2020-01-24,0,1,0,0,1
新疆维吾尔自治区,650100,乌鲁木齐市,2017-3,1964-11,徐海荣,55,0,,,2,0.0,3.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,8.0,10.0,12.0,12.0,15.0,18.0,19.0,20.0,20.0,20.0,20.0,21.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0,乌鲁木齐市,27075290.0,79892.0,8.11,False,223.0,5.407171771460119,0.64,30.24,69.11,新疆维吾尔自治区,2020-01-25,0,0,1,0,2
新疆维吾尔自治区,650200,克拉玛依市,2017-3,1963-11,赵文泉,56,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,克拉玛依市,7445034.0,145798.0,7.5,False,31.0,3.4339872044851463,0.66,70.34,28.99,新疆维吾尔自治区,2020-01-25,0,0,1,0,2
新疆维吾尔自治区,654200,塔城地区,2017-3,1966-4,薛斌,53,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,True,,,,,,新疆维吾尔自治区,2020-01-25,0,0,1,0,2
新疆维吾尔自治区,654300,阿勒泰地区,2017-3,1962-4,张岩,57,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,True,,,,,,新疆维吾尔自治区,2020-01-25,0,0,1,0,2
安徽省,340200,芜湖市,2017-4,1968-3,潘朝晖,51,0,,,2,0.0,1.0,3.0,6.0,9.0,11.0,14.0,14.0,15.0,16.0,16.0,21.0,23.0,26.0,27.0,29.0,29.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,0,芜湖市,19018514.0,114672.0,9.47,False,388.0,5.961005339623274,1.44,55.94,42.62,安徽省,2020-01-24,0,1,0,0,1
广东省,441600,河源市,2017-4,1965-1,丁红都,55,0,,,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,河源市,3790678.0,77614.0,4.8,False,373.0,5.921578419643816,0.73,54.72,44.55,广东省,2020-01-23,1,0,0,0,0
广西壮族自治区,450700,钦州市,2017-4,1962-11,王革冰,57,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,钦州市,5918520.0,46302.0,9.62,False,411.0,6.018593214496234,20.73,36.31,42.96,广西壮族自治区,2020-01-24,0,1,0,0,1
西藏自治区,540300,昌都市,2017-4,1967-3,阿布,52,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,昌都市,563394.0,36715.0,10.0,False,76.0,4.330733340286331,6.89,44.22,48.89,西藏自治区,,0,0,0,0,0
陕西省,610800,榆林市,2017-4,1960-11,戴征社,59,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,榆林市,6984704.0,106175.0,8.5,False,385.0,5.953243334287785,4.14,58.87,36.99,陕西省,2020-01-25,0,0,1,0,2
甘肃省,620400,白银市,2017-4,1966-7,苏君,53,0,,,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,白银市,2679410.0,53863.0,1.3,False,182.0,5.204006687076795,3.27,49.89,46.84,甘肃省,2020-01-25,0,0,1,0,2
甘肃省,620600,武威市,2017-4,1971-11,柳鹏,48,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,武威市,2722793.0,26828.0,-2.2,False,190.0,5.247024072160486,21.44,31.62,46.94,甘肃省,2020-01-25,0,0,1,0,2
新疆维吾尔自治区,650400,吐鲁番市,2017-4,1968-1,张文胜,52,0,,,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,吐鲁番市,854603.0,29925.0,8.27,False,64.0,4.1588830833596715,24.07,24.09,51.84,新疆维吾尔自治区,2020-01-25,0,0,1,0,2
辽宁省,210200,大连市,2017-4,1968-10,谭作钧,51,1,-12.0,2020-02-05,2,1.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,10.0,12.0,12.0,13.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,1,大连市,53917639.0,113675.0,7.31,False,595.0,6.38856140554563,2.93,38.42,58.65,辽宁省,2020-01-25,0,0,1,0,2
广东省,440300,深圳市,2017-4,1962-3,王伟中,57,1,-15.0,2020-02-08,2,15.0,20.0,31.0,36.0,57.0,80.0,98.0,134.0,170.0,207.0,245.0,271.0,291.0,316.0,339.0,354.0,366.0,369.0,375.0,386.0,391.0,400.0,406.0,414.0,415.0,416.0,416.0,416.0,416.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,1,深圳市,224900586.0,184068.0,8.8,False,435.0,6.075346031088684,0.09,41.44,58.47,广东省,2020-01-23,1,0,0,0,0
宁夏回族自治区,640300,吴忠市,2017-4,1963-10,沈左权,56,1,-3.0,2020-01-31,2,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,10.0,13.0,15.0,19.0,22.0,25.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0,吴忠市,1895152.0,45931.0,7.8,False,143.0,4.962844630259907,9.32,61.99,28.69,宁夏回族自治区,2020-01-25,0,0,1,0,2
贵州省,522700,黔南布依族苗族自治州,2017-5,1965-7,唐德智,54,0,,,2,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0,,,,,True,,,,,,贵州省,2020-01-24,0,1,0,0,1
云南省,530700,丽江市,2017-5,1965-12,崔茂虎,54,0,,,2,1.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,丽江市,1242906.0,56780.0,8.1,False,123.0,4.812184355372417,4.52,31.19,64.29,云南省,2020-01-24,0,1,0,0,1
甘肃省,620700,张掖市,2017-5,1962-9,杨维俊,57,0,,,2,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,张掖市,1646975.0,31881.0,4.71,False,131.0,4.875197323201151,14.69,23.36,61.95,甘肃省,2020-01-25,0,0,1,0,2
